,sentence
173,리콜녀는 그 친구는 연습생이었고 일반인이었는데 사귀면서 데뷔하게 됐다라며 그런데 첫곡부터 완전히 대박이 났다라고 했다.
174,리콜녀는 외부적인 상황에 대한 영향이 많았다라며 현실적인 문제 때문에 그렇게(이별하게) 됐다라고 했다.
175,이어 소속사에서도 저의 존재를 알았던 것 같다라며 못 만나게 하는 상황도 많았고 데뷔하기 전부터 사귀다 보니깐 팬들 중에 저를 아는 사람도 있었다라고 털어놨다.
176,그는 만남을 지속하지 못하는 상황에서 알코올 의존증이 심해졌고 결국 미국으로 도피성 유학을 떠났다고 얘기했다.
177,또한 리콜녀는 해당 아이돌 멤버가 자신을 위해 만든 사랑 노래가 히트를 하는 모습을 보고 더욱 버티지 못했다고 했다.
178,하지만 그는 자존심 때문에 연락을 하지말라고 했고 결국 재회는 하지 못했다고.
179,이에 리콜녀는 이제는 이 감정을 또 덮어야 하겠죠라고 먹먹하게 얘기해 안타까움을 자아냈다.
180,보아는 수많은 히트곡을 보유하고 있고 발매한 곡만 해도 수백 곡이 될 만큼 살아있는 K팝의 역사라고도 볼 수 있다.
181,오늘 살펴볼 곡은 한국에서도 일본에서도 최고의 인기를 누렸던 노래 보아의 발렌티다라고 말했다.
182,감탄할 정도로 보아의 인기와 실력은 그 시대 최고였다라고 전하고 오늘은 보아의 발렌티를 얘기하면서 요즘 K팝을 얘기해보려고 한다.
183,그 중에서도 보아가 인기 있었던 이유는 노래와 춤 실력이 독보적이기도 했지만 음악 자체가 굉장히 좋았기 때문이다라며 미친감성은 당시에는 일본 작곡가분들의 곡을 많이 받았다.
184,다소 레트로한 느낌이 있지만 이때만 해도 한국 작곡가들은 곡 사운드 죽인다 어떻게 이런 곡을 만들지?
185,그 시절 최고의 한국 작곡가였던 윤일상 님도 일본 음악의 거장인 사카모토 류이치를 정말 존경한다 라고 표현했을 만큼 일본 음악은 대단했다라고 설명했다.
186,이에 김영철이 다 좋은데 사운드의 무게감이 한국이 좀 더 깊은 것 같다라고 감상을 전했고 미친감성은 저음이 굉장히 풍부하다라며 공감했다.
187,미친감성은 보아의 발렌티의 미친 포인트로 K팝 아이돌의 표본이라고 언급하고 요즘 전세계 사람들이 K팝의 인기를 배우기 위해 한국을 찾고 있다고 한다.
188,K팝 가수들을 보면 노래 춤 작사 작곡 연기 언어 등등 한 사람이 다해도 되나 싶을 정도다.
189,괜히 많은 분들이 보아를 롤모델로 삼는 게 아닌 것 같다라고 소개하고 보아 덕분에 더 많은 가수들이 더 높은 수준의 교육과 좋은 시스템을 경험하고 있는 것이라고 생각한다.
190,그래서 전세계 무대에서 역사에 남을 기록들을 쓰고 있지 않나 싶다라고 덧붙였다.
191,무엇보다 희극 연기로 대학로 관객들의 사랑을 듬뿍 받고 있는 배우부터 아이돌 유튜버까지 무대에 총출동해 신선한 액팅을 보여줄 예정이다.
192,순정파 작가지망생 동희준 役에는 아이돌그룹 초신성 출신으로 이제는 배우로 매력적인 연기를 선보이고 있는 박건일과 송지혁 희준의 따뜻함과 사랑스러움 간직한 연기파 신예 배시진이 캐스팅됐다.
193,언제나 사랑 앞에 당당하고 매력 넘치는 이시연 役에는 ‘씨름의 여왕’ ’우리 이혼했어요’ 등에서 활발하게 활동중인 김새롬과 걸그룹 스텔라 출신으로 드라마와 MC로 활발히 활동중인 김가영 연극 무대에 데뷔한 신예 이가은이 함께한다.
194,수호를 떠나 보낼 수 밖에 없었던 최주희 役에는 드라마 ‘고스트 닥터’ 등 드라마 영화에 활약중인 황혜린과 신예 박소은이 캐스팅됐다.
195,탄탄한 연기력과 개성 넘치는 매력의 웃음폭탄 멀티 役에는 안정적인 연기의 최상태 라디오 방송 광고에 이어 연극 무대까지 섭렵한 인기 유튜버 주랄라 주종범 신예 조권정이 함께한다.
196,뉴진스 Cookie 키노 Pose 등 남녀 아이돌 가릴 것 없이 안무를 완벽 소화하며 흐트러짐 없는 실력을 자랑한다.
197,딱 맞는 티셔츠에 힙한 바지를 매칭하며 의상 연출에도 공을 들였다고 한다.
198,꾸민 듯 안 꾸민 듯한 꾸안꾸 사복룩에 긴 팔다리로 시원한 춤선을 자랑하며 독보적 존재감을 입증했다.
199,투모로우바이투게더에는 리더를 제외한 공식 포지션이 없지만 연준은 사실상 팀 내에서 메인댄서의 역할을 하고 있다.
200,하지만 연준은 다른 분야에서도 두각을 나타내며 육각형 올라운더로 인정받는다.
201,앞으로 연준 그리고 투모로우바이투게더가 또 어떤 새로운 소식으로 돌아올지 기대감이 모인다.
202,투표 결과는 글로벌 한류 커뮤니티 GStarLive에서도 확인할 수 있다.
203,텐아시아차혜영 기자 (사진윤소그룹 제이스타엔터테인먼 제공)윤소그룹 윤형빈이 본격적으로 제작하는 아이돌 그룹 에이블루(ABLUE)가 마침내 데뷔 앨범을 발매했다.
204,리더 WinL(윈엘)이 작사 작곡 편곡에 모두 참여했고 멤버 You(유)가 작사가로 힘을 보탰다.
205,타이틀곡 카니발(Carnival)은 세상이라는 거대한 바다를 항해하는 에이블루를 그려낸 곡이다.
206,힙합 비트를 기반으로 하는 강렬한 사운드를 바탕으로 바닥부터 시작해 꿈을 향해 달려가는 에이블루의 투지를 웅장하게 표현했다.
207,두 번째 수록곡 빌런(Villain)은 배트맨의 악당 조커와 할리퀸의 이야기를 모티브로 만든 곡이다.
208,평범하던 한 남자가 매력적인 여자에 빠져들어 점점 악당이 돼 가는 스토리를 담았다.
209,마지막 수록곡 플라이(Fly)는 데뷔 전 에이블루가 공연을 위해 일본에 방문했을 때 느낀 점을 바탕으로 만든 노래다.
210,일본의 파란 하늘에서 자유롭게 날아다니는 에이블루를 상상하며 만든 곡으로 시원하면서도 몽환적인 느낌이 특징이다.
211,에이블루는 개그맨 윤형빈이 수장으로 있는 콘텐츠 제작사 윤소그룹에서 본격적으로 제작한 아이돌 그룹이다.
212,에이블루의 제작자 윤형빈은 홍대 등 거리에서 내공을 쌓으며 음악을 향한 열정을 키워 온 에이블루가 마침내 데뷔 앨범을 발매했다라며 국내 뿐만 아니라 일본 등 해외에서도 활발하게 활동하며 K팝 팬들의 친구가 될 프랜돌 에이블루의 활약을 기대해달라라고 전했다.
213,타이틀곡 AMAZON(아마존)은 남미의 유명 영상 아티스트 말론 페네가 뮤직비디오 연출을 맡아 관심을 모으고 있다.
214,필릭스에 집중된 투표수로 짐작할 수 있듯 평소 요리에 관심이 많은 아이돌로 유명하다.
215,즐겨 시청하는 유튜브 채널이 요리 관련 채널이며 이를 보고 응용하는 능력도 뛰어나다는 스테이(팬덤)의 증언이다.
216,필릭스는 정해진 레시피를 따라 요리를 만들기보다 자신만의 응용법을 추가한 오리지널 레시피를 창조할 정도라고.
217,좋아하고 자주 만드는 분야는 빵 쿠키 등의 베이킹이고 본격 요리까지 손을 댄 것으로 알려졌다.
218,원래도 과자 빵 등을 좋아하는데 어쩌다 만들어본 빵들이 지인들로부터 호응을 얻자 시간이 날 때마다 ‘빵 굽는 아이돌’이 됐다.
219,MBC 금토드라마 금수저(극본 윤은경 김은희 연출 송현욱 이한준 제작 삼화네트웍스 스튜디오N)는 신묘한 금수저를 이용해 부모를 바꿔 타인의 인생을 훔치는 판타지 어드벤처 극극중 연우가 연기하는 오여진은 부유한 집안은 물론 명석한 두뇌부터 예쁜 외모까지 모두 갖춘 완벽한 금수저이나 사실은 금수저를 사용해 친구의 인생을 훔친 반전의 주인공이다.
220,반전의 반전을 거듭하는 히든카드이자 매회 이야기 전개의 주도권을 쥔 키 플레이어로 연우가 완성시킨 오여진.
221,금수저로 타인의 인생은 물론 시청자의 마음까지 훔친 매력 세 가지를 꼽아봤다.
222,# 금수저 세계관의 중심모태 금수저로 보였던 오여진이 사실 후천적 금수저였다는 사실은 극 초반을 강타하는 반전이었다.
223,이승천(육성재 분) 외에 또 다른 금수저 사용자가 있다는 사실은 극을 한 층 풍성하게 만들었을 뿐더러 승천의 신분이 바뀔 때 마다 벌어지는 사건의 연결고리이자 금수저를 소재로 펼쳐지는 세계관을 완성시켰다.
224,연우는 속내를 알 수 없는 미소 묘한 분위기로 이목을 집중시켰고 강렬한 임팩트를 남기며 단숨에 반전여신으로 등극함은 물론 탄탄한 연기력으로 시청자의 몰입을 이끌었다.
225,# 욕망의 화신여진은 금수저를 사용하여 인생을 바꾼 뒤 단 한 번도 흔들리지 않는다.
226,심지어 자신의 앞길을 방해하는 존재라면 설령 진짜 가족이라고 해도 감옥에 보내는 행동까지 서슴지 않았다.
227,여진이 악인임에도 미움 받지 않는 이유는 연우의 적확한 표현력이 여진의 진실성에 힘을 실었기 때문일 터.
228,연우는 여진의 욕망을 음흉이 아닌 솔직에 가깝게 풀어냈다# 이유 있는 악녀과거 가난에서 얻은 설움은 성공에 대한 집착의 원동력이 되었으나 과거의 기억은 여전하며 여진은 그로부터 자유롭지 못하다.
229,하지만 연우는 인물의 심정을 진정성 있게 묘사 연민을 불러일으키며 시청자들을 캐릭터의 감정에 이입하게 만들었다.
230,분노에 찬 눈빛 빈정거리는 표정 등 직관적인 표현에 디테일한 감정선이 서사에 깊이를 더한 것이다이렇듯 입체적인 캐릭터를 훌륭히 소화하며 폭 넓은 연기 스펙트럼을 입증한 연우.
231,금수저에서 확실한 존재감을 남기며 필모그래피에 강렬한 터닝포인트를 맞이 더불어 배우로서의 존재감까지 선명히 각인시킨 연우의 앞날에 기대감이 모이고 있다.
232,일간스포츠 박로사 사진MBC M 주간아이돌 제공 그룹 위아이(Wei) 김요한과 김준서가 티격태격 케미를 자랑한다.
233,이날 위아이는 최근 다녀온 해외투어 에피소드와 평소 멤버들 간에 있었던 재밌는 사연을 공개하며 빅재미를 선사할 예정이다.
234,특히 막내 김준서를 두고 형들의 귀여운 폭로가 이어진다고 해 기대감을 자아낸다.
235,본인 피셜 “서운함을 잘 느끼는 편이라는 김준서의 말에 김요한은 “준서는 자기가 준 빵을 안 먹으면 갑자기 서운한 눈빛으로 변한다며 증언을 보탠다고.
236,이어진 상황극에서도 곧바로 김준서를 서운하게 만들며 ‘준서잘알’ 모멘트를 선보인다는 전언이다.
237,그런가 하면 이후 진행된 토크에서는 반대로 김준서의 말 한마디에 김요한이 귀까지 빨개지며 당황하는 모습을 보인다고 해 궁금증을 자극한다.
238,김요한을 당황하게 한 김준서의 한마디는 ‘주간아이돌’ 본방송을 통해 확인할 수 있다.
239,블랙핑크 리사 님을 말하는 줄 알고 ‘아이 노우’라고 했는데 심사관이 정색했다라고 말하며 궁금증을 자아냈다.
240,이어 “알고 보니 리사가 아니라 비자였다며 민망함을 드러내 웃음을 유발했다.
241,이에 MC 광희는 유용하에게 “구석에서 기절해 있을 정도면 평소 에너지가 부족하다는 생각이 드냐고 물었다.
242,유용하는 “조용할 땐 멤버들이 내가 있는지도 모르고 텐션이 높을 땐 조용히 하라고 한다며 텐션 조절을 못 한다고 고백했다.
243,이를 들은 강석화는 “저희가 용하 형에게 조울증이냐 할 정도로 편차가 심하다라고 밝히며 재미를 더했다.
244,장대현은 “용하가 무대에서도 자기 파트만 멋지게 하고 힘없게 돌아다닌다고 덧붙이며 솔직한 입담을 자랑했다.
245,한편 본업 천재로 알려진 위아이는 이날 신곡 ‘Spray’의 무대를 선보이며 시선을 사로잡았다.
246,어른미 넘치는 섹시하고 강렬한 퍼포먼스에 경쾌하고 시원한 보컬이 곁들여진 위아이의 신곡 무대는 ‘주간아이돌’을 뜨겁게 달궜다.
247,또한 ‘Weekly Playlist’ 코너에서는 몬스타엑스 ‘Love Killa’를 완벽하게 커버하며 감탄을 자아냈다.
248,한층 더 성숙해진 위아이의 퍼포먼스는 이번 컴백 활동을 더욱 기대하게 만들었다.
249,위아이는 뛰어난 예능감과 완벽한 무대 퍼포먼스로 ‘주간아이돌’을 가득 채웠다.
250,다크하고 섹시한 무드로 돌아온 위아이의 ‘Spray’ 활동도 더욱 기대를 모은다.
251,서울뉴시스 최지윤 기자 그룹 슈퍼주니어 이특과 뉴이스트 백호가 버디보이즈로 뭉친다.
252,JTBC 비행기 타고 버디보이즈는 아이돌 스타가 MZ세대 여행 트렌드인 스포츠케이션(운동과 휴가 합성어)을 즐기는 프로그램이다.
253,백호는 숙소에서 게임 중 이특을 도발 두 사람의 실제 키 검증이 이뤄진다.
254,백호는 결과 확인 후 프로필 수정까지 요청 이특을 진땀 흘리게 했다는 후문이다.
255,멤버 경윤은 &lt;참 괜찮은 태도&gt;를 추천하며 “이 책을 읽고 먼저 베풀고 나누는 삶을 살면 언젠가 나에게도 돌아올 것이라는 말보다 그냥 단순히 ‘대가 없이 나누고 베푸는 삶도 괜찮겠다’는 생각이 들었다고 말했다.
256,“나를 더 사랑해주고 나를 더 단단하게 만들어주는 데 도움을 주는 책인 것 같다고 설명했다.
257,그는 “어린 시절 재미있게 읽었던 책 중 하나라며 “성장을 위해선 그 과정이 반드시 필요하다는 것을 다시 느끼게 해준 책이라고 말했다.
